age,income,debt,loan_amount,credit_history_years,num_late_payments,num_credit_lines,employment_years,debt_to_income_ratio,default
50,31486.55,23981.63,15653.7,8.7,2,9,15.7,0.7616,0
23,48043.34,30367.6,19603.89,9.1,1,5,15.5,0.6321,0
41,49633.12,26190.28,8634.11,8.7,2,4,13.0,0.5277,0
63,19001.63,13021.2,24908.05,7.0,0,3,6.7,0.6853,0
27,66054.51,3997.34,19386.02,12.7,1,3,9.7,0.0605,0
31,71425.49,26446.33,13829.86,2.9,2,5,12.0,0.3703,0
46,18436.54,14590.77,6490.33,17.8,0,8,20.9,0.7914,0
42,22152.33,13638.75,9086.17,8.9,1,5,7.9,0.6157,0
44,74210.02,57116.51,1912.56,3.2,2,5,8.7,0.7697,0
45,33252.59,20739.89,16133.12,16.5,2,4,5.5,0.6237,0
47,9586.71,6709.79,13644.24,7.1,1,6,16.1,0.6999,0
53,15680.78,8863.15,15533.95,5.8,1,5,16.2,0.5652,0
44,31268.87,19024.03,19999.35,3.2,1,1,8.5,0.6084,0
37,18073.0,7564.32,18190.54,5.4,0,4,3.7,0.4185,0
48,28337.63,20952.56,12230.57,13.0,0,2,6.1,0.7394,0
62,37028.3,24439.83,13890.14,4.5,1,5,19.3,0.66,0
38,87321.57,58951.49,4343.98,13.2,1,2,4.4,0.6751,0
28,30507.49,16425.45,8375.14,6.4,1,5,9.8,0.5384,0
53,69114.86,16840.8,13910.19,4.1,1,7,11.2,0.2437,0
38,85584.21,2439.48,7415.42,5.6,1,2,3.6,0.0285,0
18,85869.66,64275.51,26585.48,10.5,1,4,4.4,0.7485,0
50,43081.66,20200.83,7887.97,9.1,2,2,9.0,0.4689,0
33,11181.62,2666.98,15883.63,19.0,0,6,10.0,0.2385,0
38,47882.0,5712.71,14665.49,6.6,0,2,6.1,0.1193,0
43,68120.94,45206.32,24270.63,13.4,1,5,8.6,0.6636,0
42,34591.38,23149.11,27464.04,7.4,4,5,14.1,0.6692,1
48,103440.34,67402.38,23277.12,4.8,2,3,20.8,0.6516,0
34,60833.76,31394.24,2477.97,3.6,1,3,1.9,0.5161,0
46,51070.59,14954.1,34728.59,6.7,1,2,15.6,0.2928,0
36,69691.14,16952.8,45335.54,8.0,1,4,4.4,0.2433,0
48,44356.83,303.57,9084.28,16.2,5,5,8.8,0.0068,0
47,8138.11,5427.19,16144.22,18.8,2,1,12.6,0.6669,0
28,26917.09,1882.75,6550.75,18.8,0,5,2.2,0.0699,0
53,74481.11,37583.47,2811.0,,1,1,5.2,0.5046,0
33,22369.31,9020.65,7398.46,4.4,1,8,11.1,0.4033,0
49,31758.53,13381.5,8672.3,5.4,0,4,6.7,0.4214,0
44,19401.36,14383.59,10057.96,7.3,2,3,7.0,0.7414,0
62,105910.91,2678.7,6203.5,2.4,3,4,3.8,0.0253,0
37,99597.81,61622.54,7429.84,4.2,1,3,4.2,0.6187,0
35,21368.62,889.83,13242.61,15.6,1,4,4.7,0.0416,0
39,39671.12,1210.88,7214.29,9.4,1,7,13.3,0.0305,0
36,24141.88,8301.29,20636.56,5.7,2,3,7.5,0.3439,0
49,52520.92,2650.21,23047.87,2.6,2,6,3.1,0.0505,0
20,49306.43,31127.9,89707.55,9.3,0,3,11.7,0.6313,1
27,59102.19,25038.67,32877.5,8.2,2,3,13.5,0.4237,0
27,44318.22,1029.56,16227.82,4.2,1,2,2.0,0.0232,0
51,211344.28,6847.67,8133.84,11.9,3,2,14.9,0.0324,0
60,19599.23,9606.27,16898.8,5.8,0,4,3.6,0.4901,0
38,13012.14,8391.39,17348.77,8.8,2,6,13.3,0.6449,0
37,28685.47,10046.79,8860.42,18.7,2,3,11.3,0.3502,0
40,14174.6,6288.77,25008.85,11.5,1,4,6.0,0.4437,0
53,14831.71,9490.27,4365.65,3.3,0,4,1.9,0.6399,0
28,19914.66,9726.42,10987.13,11.6,1,2,10.6,0.4884,0
42,20882.92,3754.92,20841.19,5.2,2,6,7.8,0.1798,0
51,20480.51,10044.49,10614.04,10.6,1,5,12.9,0.4904,0
46,49559.61,24909.83,11323.06,,0,2,8.5,0.5026,0
42,26803.47,15741.29,11965.36,8.8,1,4,7.6,0.5873,1
52,32607.29,16196.02,6846.68,3.4,0,6,9.8,0.4967,0
18,62102.38,48153.79,34170.59,1.8,1,5,8.1,0.7754,0
48,22930.12,3619.08,5916.91,14.9,3,6,15.6,0.1578,0
32,30985.43,23575.96,17232.07,17.5,1,9,6.9,0.7609,0
18,45227.29,19478.11,18600.03,5.0,2,5,13.5,0.4307,0
46,11328.3,6089.7,6254.79,1.6,1,3,10.8,0.5376,0
56,8682.43,690.85,14164.35,3.0,0,3,9.1,0.0796,0
38,44697.39,13608.6,6452.96,6.0,0,6,,0.3045,0
51,48786.48,30028.24,40653.25,13.3,1,6,7.4,0.6155,0
59,125308.26,70865.43,5372.1,1.6,3,4,3.4,0.5655,0
55,39928.95,1282.18,7917.91,16.0,2,5,5.6,0.0321,0
59,59387.78,25968.82,5017.16,14.9,3,7,5.4,0.4373,0
48,32296.57,2280.87,4509.05,15.8,1,3,13.7,0.0706,0
40,43405.28,34580.34,47713.62,4.0,3,5,8.2,0.7967,0
20,98750.73,70886.95,20624.19,13.9,0,5,14.5,0.7178,0
37,10153.81,171.24,14946.53,8.1,1,2,3.2,0.0169,0
29,46544.76,31972.51,7900.95,3.8,1,3,7.1,0.6869,1
66,130790.49,96202.12,27614.31,8.7,0,2,23.1,0.7355,0
37,43011.4,12165.28,6909.29,,0,6,9.4,0.2828,0
41,97767.14,56274.9,25207.87,3.0,2,4,5.0,0.5756,0
46,24896.26,8805.38,6647.47,11.2,3,13,4.0,0.3537,0
40,35623.88,18673.54,7977.61,7.7,0,1,11.9,0.5242,0
60,37053.38,10087.93,24504.84,6.3,1,3,7.4,0.2723,0
32,9599.3,2477.07,26663.79,6.1,1,5,13.6,0.258,0
42,18017.4,6117.76,21546.71,9.7,1,5,2.7,0.3395,0
31,18804.94,2189.91,5769.04,5.9,0,4,0.6,0.1165,0
24,59470.74,39542.76,9345.2,1.9,2,4,6.5,0.6649,0
32,61285.09,17095.99,15146.41,3.7,3,7,7.5,0.279,0
39,44109.12,14120.2,6772.16,7.8,0,3,3.1,0.3201,0
34,59543.46,42588.08,40005.42,,4,4,14.5,0.7152,0
31,32909.29,13074.83,1955.58,6.2,0,2,10.4,0.3973,0
23,74694.3,32522.13,7165.32,4.1,1,5,13.9,0.4354,0
39,36507.5,27935.48,8887.02,4.2,4,7,13.9,0.7652,0
21,37598.46,26671.64,1373.13,10.6,1,2,3.4,0.7094,0
49,30965.98,4198.16,4372.18,8.6,2,2,9.4,0.1356,0
40,54757.54,20729.67,22031.57,4.5,1,1,11.3,0.3786,0
22,28205.74,21916.9,13687.34,6.1,1,8,13.6,0.777,0
36,65242.01,19435.14,47028.49,12.2,1,2,17.7,0.2979,0
30,18411.13,5472.86,45990.09,3.6,2,3,16.4,0.2973,0
43,18781.92,2930.43,18890.93,13.1,2,2,3.5,0.156,0
56,54855.41,5016.99,17164.36,7.1,2,6,8.2,0.0915,0
18,34436.54,20394.83,14083.3,6.1,1,6,6.9,0.5922,0
41,27657.86,17037.92,1597.08,3.1,1,5,4.8,0.616,1
38,61947.01,48021.96,4378.02,28.3,3,4,6.2,0.7752,0
48,25226.32,15608.4,14480.24,10.0,1,5,17.3,0.6187,0
42,32205.07,6269.75,21868.89,1.9,1,2,9.4,0.1947,0
30,84081.07,2698.44,16843.77,8.9,0,9,1.6,0.0321,0
36,91444.31,72090.11,6542.2,14.8,1,3,2.4,0.7883,1
30,93287.27,25407.77,28280.42,9.3,3,3,6.7,0.2724,0
52,30660.32,7652.12,43737.24,12.3,2,3,21.6,0.2496,0
40,,55078.39,28293.62,5.5,3,2,3.3,0.7248,0
62,20550.25,9619.16,29486.25,5.0,1,1,13.3,0.4681,0
39,21075.33,3622.78,8540.88,6.5,1,8,8.6,0.1719,0
31,8863.76,6304.59,31594.78,8.1,0,2,11.7,0.7113,0
21,99083.77,78740.75,15012.03,5.6,0,5,12.1,0.7947,0
18,21625.15,1499.55,20115.47,7.0,0,1,20.9,0.0693,0
20,33660.5,23219.06,17896.23,3.7,1,4,12.8,0.6898,0
43,21032.11,6570.7,12122.4,2.4,2,3,7.0,0.3124,0
46,55110.7,23105.6,6714.32,4.6,4,3,5.6,0.4193,0
21,28987.49,21214.58,12510.09,20.3,1,5,18.1,0.7319,0
50,16599.2,12925.85,29419.39,15.5,1,5,6.3,0.7787,0
34,47334.63,9927.55,9384.54,9.0,1,6,9.6,0.2097,0
41,15363.69,2616.14,27300.98,2.8,3,3,3.0,0.1703,1
59,21972.71,1415.33,24092.52,7.4,1,1,3.2,0.0644,1
50,10258.55,4610.59,10518.07,8.5,1,2,8.3,0.4494,0
36,15454.03,168.19,40580.38,5.4,1,2,3.2,0.0109,1
29,40421.52,13319.64,10052.36,16.0,1,2,9.3,0.3295,0
18,11173.26,655.95,44695.92,3.6,2,5,3.2,0.0587,0
31,14932.76,4840.91,18907.27,10.6,3,7,13.0,0.3242,0
37,36263.92,1158.48,13191.23,3.6,3,2,6.4,0.0319,0
28,26208.42,17511.78,6566.65,3.9,0,5,11.9,0.6682,0
38,119997.0,20134.44,12448.95,7.4,2,6,11.6,0.1678,0
40,109134.67,28663.89,11350.22,1.5,2,5,11.1,0.2626,0
37,21574.05,15016.37,4882.26,8.7,0,7,9.9,0.696,0
32,50730.5,30286.76,11225.1,5.7,1,4,9.7,0.597,0
42,56929.53,9975.8,7023.08,7.0,2,4,6.7,0.1752,0
45,25374.82,1459.55,21349.71,4.9,0,4,7.7,0.0575,0
26,14804.33,8476.06,37987.95,15.8,1,5,18.1,0.5725,0
56,36048.51,11267.4,5006.38,12.8,2,6,,0.3126,0
38,32738.03,20063.96,52567.12,10.6,4,0,7.7,0.6129,1
40,27960.31,9960.46,12054.09,4.0,3,10,4.5,0.3562,0
48,47353.22,13107.46,6124.07,11.3,6,4,4.4,0.2768,0
42,23145.65,8354.75,24494.5,9.4,2,2,9.1,0.361,0
51,18193.17,10894.93,9347.24,26.1,3,3,13.2,0.5988,0
43,38771.85,27984.6,12514.09,2.8,1,3,11.5,0.7218,0
32,45779.06,1822.64,9668.01,6.7,2,6,39.7,0.0398,0
44,17926.1,7516.22,6950.78,5.0,1,4,3.5,0.4193,0
26,63376.88,1664.81,23841.85,9.5,1,2,4.8,0.0263,0
41,12552.95,4703.94,10624.94,2.5,2,4,14.9,0.3747,0
39,25671.38,18181.15,4233.05,11.8,3,4,5.7,0.7082,0
37,31107.21,8998.45,20761.34,2.5,3,3,6.0,0.2893,0
38,24791.74,18493.65,5092.55,9.6,1,6,21.5,0.746,0
18,25873.22,13052.7,5310.24,6.1,3,2,12.0,0.5045,0
33,111596.47,83398.75,34685.78,4.3,0,2,11.2,0.7473,0
41,21795.73,13202.4,5130.34,3.6,1,3,2.2,0.6057,0
41,157114.96,13000.97,2094.03,5.0,3,4,9.0,0.0827,0
27,47205.99,8729.38,21988.81,6.3,2,2,5.1,0.1849,0
55,38377.75,12101.9,10476.7,7.7,3,3,5.7,0.3153,0
29,48326.93,6576.59,11224.74,8.3,0,1,17.5,0.1361,0
51,165703.72,65606.96,10387.93,6.8,3,1,4.4,0.3959,0
45,20007.13,7544.58,16080.07,6.0,2,3,7.8,0.3771,0
32,,14184.14,7316.04,18.3,2,2,9.2,0.765,0
61,23088.28,8011.22,43516.35,11.4,1,7,6.4,0.347,0
25,37022.68,23268.81,4101.12,2.8,4,4,4.3,0.6285,0
51,12894.26,9716.19,19070.54,5.4,0,3,8.8,0.7535,0
52,36805.54,25822.44,22330.23,7.2,4,5,8.8,0.7016,0
31,100320.79,16746.96,7275.58,4.4,1,4,10.5,0.1669,0
56,39769.06,15781.31,5890.01,6.3,0,1,13.2,0.3968,0
36,30466.67,8475.58,30143.95,3.0,2,6,5.1,0.2782,0
43,25061.89,8016.97,6046.96,8.0,2,3,4.1,0.3199,0
43,62262.03,17971.65,8222.82,21.8,2,4,8.3,0.2886,0
38,22125.82,14627.1,27169.41,8.3,1,5,4.4,0.6611,0
49,109956.22,39772.4,13736.24,8.3,3,2,12.2,0.3617,0
49,115845.87,48534.26,3172.53,6.8,1,5,7.0,0.419,0
19,42363.84,33296.19,54049.05,3.5,0,5,16.8,0.786,0
55,36065.46,1730.54,8742.85,19.3,1,4,5.3,0.048,0
20,67399.7,26310.56,9679.78,8.8,3,4,8.9,0.3904,0
52,70044.01,43374.71,16393.29,10.6,1,4,,0.6192,0
53,22390.79,2707.71,22027.82,6.0,1,6,3.6,0.1209,0
26,26477.93,12953.67,64143.85,10.8,1,2,6.2,0.4892,0
35,16425.52,3146.67,3540.22,19.2,1,8,5.1,0.1916,0
26,46417.83,32210.41,25867.99,15.7,3,4,4.3,0.6939,0
37,54175.1,14176.53,24207.26,0.3,2,6,2.6,0.2617,0
36,16155.97,4253.06,11971.31,15.1,4,1,13.0,0.2633,0
49,27636.17,13225.43,25079.82,4.0,1,4,6.3,0.4786,1
55,16181.88,2376.31,28209.64,4.2,0,1,39.3,0.1469,0
56,21178.04,4826.71,4422.36,3.0,4,2,10.2,0.2279,0
33,50544.54,16846.77,54166.24,3.9,0,8,4.3,0.3333,0
37,23386.42,6616.26,3839.09,9.7,0,4,7.7,0.2829,0
19,30318.23,12730.68,5387.02,8.2,4,7,6.6,0.4199,0
30,13678.94,6561.95,10835.36,11.0,2,7,6.2,0.4797,0
51,40627.24,18417.71,62314.69,7.7,1,7,9.6,0.4533,0
59,35363.52,18506.96,10439.95,4.0,1,4,7.2,0.5233,0
25,23449.97,5773.37,13022.75,11.6,1,4,9.9,0.2462,0
32,32421.97,3279.19,42010.0,6.4,3,5,6.1,0.1011,1
39,40464.36,24628.47,10506.46,11.8,0,4,3.6,0.6086,0
43,22271.86,15158.77,5204.35,8.9,1,2,8.4,0.6806,0
30,14976.57,3079.26,9568.31,8.1,1,8,5.7,0.2056,0
45,107295.79,34943.4,39999.95,21.2,1,4,14.6,0.3257,0
34,24835.67,9905.84,14139.0,2.0,0,3,8.0,0.3989,0
39,34267.2,14620.49,62600.38,2.1,3,7,3.3,0.4267,1
46,66602.93,35139.18,24109.18,5.0,4,7,3.8,0.5276,1
40,301773.83,10043.81,7975.69,11.9,0,5,11.6,0.0333,0
34,17211.07,9933.91,13916.93,5.4,3,1,2.4,0.5772,0
38,47567.09,2358.22,6750.86,6.5,4,7,15.5,0.0496,0
38,23753.11,8898.65,7826.37,2.2,1,3,2.4,0.3746,0
35,26284.27,17403.79,480829.2,11.6,1,4,6.5,0.6621,1
36,23573.37,8509.33,30178.94,2.3,0,2,20.0,0.361,0
59,18483.01,2204.5,26605.64,6.0,2,3,11.3,0.1193,0
46,35426.85,27917.32,8114.89,1.5,3,4,10.3,0.788,0
36,14992.4,10666.02,46895.04,13.1,1,5,3.7,0.7114,0
48,64092.62,39548.41,32193.91,2.1,2,7,18.5,0.6171,0
35,37533.97,12356.53,60192.14,5.8,0,3,10.4,0.3292,0
54,46791.69,6881.96,57901.08,5.0,0,4,19.8,0.1471,1
44,27454.54,20676.81,4091.75,,1,2,,0.7531,1
38,29134.48,12407.82,5497.94,8.4,4,2,5.7,0.4259,0
45,43154.34,29426.27,5984.75,20.6,1,4,3.5,0.6819,0
21,18062.07,4943.16,6278.26,2.8,0,4,5.3,0.2737,0
26,29295.98,7858.08,17305.19,15.1,2,3,5.5,0.2682,0
25,21681.87,17094.69,8489.26,16.9,1,4,12.7,0.7884,0
41,21282.89,8884.89,70128.1,20.1,4,7,7.0,0.4175,1
60,10240.41,1152.62,61312.8,7.7,1,5,10.6,0.1126,1
66,81112.79,14254.74,13290.84,3.2,1,4,9.6,0.1757,0
47,24054.49,9274.34,63848.03,10.0,0,4,3.1,0.3856,0
46,72986.2,2479.83,43936.81,2.4,2,3,9.9,0.034,0
18,68959.55,25516.91,9315.5,14.1,0,4,10.3,0.37,0
33,16787.67,5626.43,2677.47,7.2,0,2,9.8,0.3352,0
30,18900.68,11783.99,11221.93,9.3,3,2,6.9,0.6235,0
32,168771.63,47923.31,7976.88,20.1,2,3,19.5,0.284,0
37,103834.71,81618.13,15759.59,8.3,5,2,14.1,0.786,0
34,35635.19,5153.42,14348.24,3.2,1,7,4.2,0.1446,1
18,42379.66,20036.65,14050.51,7.2,3,6,20.4,0.4728,0
48,24871.86,1784.79,20311.61,5.1,1,6,8.0,0.0718,0
27,47070.96,27634.95,5064.36,8.9,6,5,6.8,0.5871,0
42,23616.26,18793.89,18566.02,5.9,1,5,3.9,0.7958,0
64,10727.74,7030.01,9398.52,4.7,4,2,7.7,0.6553,1
28,16433.32,7305.64,15677.56,7.3,1,4,11.5,0.4446,0
18,36778.02,14262.26,28736.63,3.1,1,3,6.6,0.3878,0
36,18423.08,12307.06,5016.46,7.0,4,9,11.2,0.668,0
53,34878.77,26116.5,10667.59,10.3,0,2,18.0,0.7488,0
63,19057.26,15081.25,12151.07,17.5,2,3,17.2,0.7914,0
25,22710.61,7204.52,8853.65,5.2,0,8,19.3,0.3172,0
45,60590.85,48032.43,27442.92,22.6,1,7,7.3,0.7927,0
34,42128.86,5255.2,7507.74,9.4,0,6,10.2,0.1247,0
38,36105.53,7323.64,8567.06,6.1,4,6,8.1,0.2028,0
71,61536.05,4382.16,7570.88,6.6,1,1,12.5,0.0712,0
21,48453.76,10533.4,32004.9,7.5,1,4,11.1,0.2174,0
43,86503.31,53143.31,9009.59,5.7,3,2,7.3,0.6144,0
45,27559.0,18804.59,19303.4,4.8,3,4,9.3,0.6823,0
53,28063.33,17486.66,64897.48,8.7,2,4,10.2,0.6231,1
41,16636.17,8398.81,12583.54,1.9,0,2,17.3,0.5049,0
43,28074.35,11543.42,32521.24,4.3,1,5,8.0,0.4112,1
35,64787.11,36731.92,50872.78,11.7,0,4,11.8,0.567,0
43,79220.66,24769.67,30386.49,1.6,2,1,7.0,0.3127,0
35,64613.79,43488.1,13181.36,9.7,2,2,9.2,0.673,1
47,12375.63,6704.52,22330.0,8.1,3,4,7.4,0.5418,0
35,69555.98,38829.19,4769.98,5.0,0,2,4.5,0.5582,0
44,12050.83,5166.78,7157.85,5.8,1,2,3.1,0.4287,0
39,62247.3,44082.49,8235.92,7.3,0,6,6.5,0.7082,0
53,29124.33,5871.81,80216.92,9.9,0,1,7.3,0.2016,1
39,55354.87,16878.7,6973.92,9.3,1,2,10.1,0.3049,0
18,16326.27,10156.8,6891.32,14.5,2,5,13.0,0.6221,0
55,73328.2,28905.91,5795.65,9.0,1,4,5.0,0.3942,0
29,15078.35,10726.3,20907.21,16.1,2,5,6.4,0.7114,0
32,24316.9,6738.69,14974.4,1.8,7,10,11.6,0.2771,0
32,19953.17,5895.45,31869.58,14.4,1,1,8.3,0.2955,0
56,12675.54,9012.16,22856.89,6.2,5,1,4.5,0.711,0
18,38434.72,14278.35,4427.93,8.4,2,6,8.9,0.3715,1
77,107328.93,44316.08,7003.59,11.0,2,5,4.7,0.4129,0
52,179897.61,47890.72,39825.51,3.7,0,5,11.2,0.2662,0
42,38495.38,8520.41,11354.41,6.6,0,6,19.7,0.2213,0
39,70969.73,37242.0,34546.91,15.2,0,6,11.7,0.5248,0
43,41741.74,4001.89,11852.04,17.5,0,5,15.6,0.0959,0
46,48987.96,34459.02,6160.26,5.0,2,5,3.4,0.7034,0
47,29575.77,18436.43,10481.75,10.6,2,4,9.4,0.6234,1
46,40824.85,6229.82,6158.33,5.8,2,8,11.6,0.1526,0
41,50135.63,27836.1,8497.76,2.5,0,2,,0.5552,0
37,25666.04,12373.76,15689.4,16.8,3,4,9.3,0.4821,0
38,34665.61,5117.62,20116.27,3.7,3,4,9.4,0.1476,0
37,35064.41,7663.78,3743.76,27.0,1,4,3.1,0.2186,0
53,59625.7,19508.89,13175.38,3.0,2,2,8.3,0.3272,0
47,19156.18,10715.86,8355.77,14.1,1,2,10.1,0.5594,0
18,35209.62,17991.37,7952.71,13.7,0,4,11.7,0.511,0
47,114371.05,48697.81,14855.83,5.8,2,3,3.7,0.4258,0
42,73016.16,44885.11,8601.04,9.1,0,2,2.2,0.6147,0
39,81593.71,49474.36,40364.68,5.9,1,6,9.3,0.6064,0
35,36851.78,18215.37,34559.91,4.3,1,4,6.7,0.4943,1
53,44028.77,27720.16,34387.99,10.1,4,3,15.7,0.6296,0
51,66260.0,17718.63,8991.83,12.5,6,4,23.6,0.2674,0
30,92610.08,65290.07,6185.73,4.8,5,5,12.1,0.705,0
44,11260.3,5539.26,14265.85,16.8,0,5,18.5,0.4919,0
28,16493.72,10851.07,11845.71,9.0,4,4,5.7,0.6579,0
23,79671.44,34818.27,8208.63,7.6,0,3,11.9,0.437,0
32,30756.8,5374.77,5215.62,7.8,2,4,5.3,0.1748,0
50,24269.3,10531.13,12923.28,16.5,1,3,12.6,0.4339,0
51,17111.46,5080.21,9669.62,6.3,0,4,10.5,0.2969,0
46,26029.61,14524.5,23171.48,6.5,0,4,13.0,0.558,1
48,15655.51,5959.04,22744.64,16.3,5,1,4.4,0.3806,0
46,127345.17,85179.94,32229.58,17.0,2,4,11.8,0.6689,0
32,35829.91,19436.22,4878.36,13.6,3,3,1.4,0.5425,0
45,,19208.04,18413.63,3.2,2,6,15.1,0.5476,0
49,51681.03,8978.25,7465.35,22.2,2,7,,0.1737,0
49,64692.92,50939.19,5032.48,8.5,1,6,9.3,0.7874,0
54,64057.28,43132.34,9481.69,7.5,4,3,6.0,0.6733,0
48,69159.67,43653.85,31412.59,13.6,1,3,30.3,0.6312,0
44,24871.87,6570.46,9918.38,9.7,1,2,9.2,0.2642,0
52,30372.11,13014.61,46740.38,5.9,3,3,8.6,0.4285,0
39,57608.13,6318.61,20725.14,18.4,1,6,8.1,0.1097,0
29,26464.69,11400.48,9747.12,7.5,1,7,6.4,0.4308,0
38,36204.4,4225.47,33794.01,8.4,0,4,12.1,0.1167,0
31,,20410.11,19078.5,18.3,1,5,13.3,0.4424,0
31,58169.19,30188.5,6335.68,13.1,0,5,12.3,0.519,0
38,12498.84,3901.6,59103.3,11.2,0,3,22.5,0.3122,0
30,55761.97,22239.88,16441.81,5.8,0,8,4.1,0.3988,0
36,31563.78,22111.14,13562.13,10.0,1,6,8.5,0.7005,0
18,,4821.83,6738.37,10.4,2,3,2.6,0.0869,0
42,57881.84,36661.57,34325.05,10.2,2,1,7.9,0.6334,0
40,95296.56,13017.86,20207.73,7.6,3,2,12.6,0.1366,0
30,81803.24,2402.27,22101.27,4.8,0,4,4.4,0.0294,0
47,81466.16,12094.44,8901.5,14.2,2,3,3.3,0.1485,0
51,86353.29,52851.2,26037.17,5.6,1,4,3.1,0.612,0
20,43253.24,14018.41,27707.29,8.1,0,7,3.1,0.3241,0
30,37023.61,25843.09,7824.2,1.2,2,4,13.6,0.698,0
30,61309.51,25735.65,4300.16,12.9,2,5,3.9,0.4198,0
28,56344.99,1002.96,21270.97,4.2,3,7,12.9,0.0178,0
49,30168.7,17297.85,3794.56,10.4,0,3,7.0,0.5734,0
37,46299.85,4083.01,15087.36,3.4,2,4,4.8,0.0882,1
36,35558.77,22455.5,9341.33,7.0,1,6,9.4,0.6315,0
18,21755.9,2925.78,35416.47,6.6,0,3,7.8,0.1345,0
47,78769.13,21768.41,9756.85,4.3,1,4,5.8,0.2764,0
25,37538.39,22861.52,32396.91,9.1,2,1,2.4,0.609,0
40,124147.41,94772.28,8854.07,2.9,2,4,5.3,0.7634,0
43,13693.88,4069.1,29732.4,12.1,2,3,6.5,0.2971,0
56,26002.1,17252.92,69443.81,12.5,0,3,8.0,0.6635,1
24,37033.69,5652.59,5684.86,4.6,1,4,8.4,0.1526,0
18,71856.67,46401.0,16875.68,16.4,2,4,5.4,0.6457,0
42,46151.36,24275.4,120454.33,7.1,0,3,9.7,0.526,1
61,43751.61,6746.27,14090.71,4.0,1,2,11.7,0.1542,0
54,18465.17,4468.63,14036.7,2.2,1,1,17.6,0.242,0
42,18139.28,1912.18,25104.42,0.6,1,6,13.0,0.1054,0
34,44068.6,13501.46,13806.08,15.9,0,4,2.8,0.3064,0
49,16019.09,2609.81,3409.15,5.0,2,3,13.4,0.1629,0
28,26393.51,13597.89,33051.75,6.3,1,3,16.8,0.5152,0
45,49047.79,39022.62,2690.93,5.9,1,3,19.2,0.7956,0
46,20142.87,193.52,9571.71,13.8,2,4,3.6,0.0096,0
52,95150.35,41174.97,35099.45,10.7,0,1,7.2,0.4327,0
73,75687.01,34735.29,10044.35,8.5,0,7,2.7,0.4589,0
44,14145.45,10345.52,7669.78,3.1,0,2,7.1,0.7314,0
33,20755.72,8402.0,26995.11,18.8,1,7,4.9,0.4048,0
39,9214.5,4007.95,6762.23,10.9,1,7,8.8,0.435,0
18,22707.38,8568.0,5025.19,11.0,2,3,11.9,0.3773,0
31,57516.84,12373.22,16640.77,3.3,0,5,7.4,0.2151,0
35,28329.62,1269.83,11541.0,3.8,0,4,24.2,0.0448,0
33,47881.21,15653.62,4939.71,8.3,0,2,11.2,0.3269,0
41,14568.24,612.93,22238.09,8.5,1,6,11.2,0.0421,0
30,58617.3,25814.71,19372.12,4.3,2,4,11.7,0.4404,0
53,26028.16,6398.63,10018.57,3.4,4,3,3.2,0.2458,0
40,36581.64,15616.04,10582.26,5.5,0,5,11.9,0.4269,0
39,34347.18,3690.18,19463.85,6.5,0,1,5.1,0.1074,0
36,16933.87,12634.43,34623.54,3.1,0,5,10.8,0.7461,0
41,18181.31,13010.85,10654.8,11.1,2,4,8.2,0.7156,0
49,64904.79,9865.35,22555.87,11.5,1,9,7.4,0.152,0
29,46138.14,12676.7,20997.53,10.5,0,2,5.1,0.2748,0
32,68188.38,33466.46,26996.05,3.2,1,3,6.5,0.4908,0
36,44125.58,3377.77,13786.53,5.5,3,8,7.7,0.0765,0
23,39568.73,11223.84,6439.07,12.3,2,4,5.5,0.2837,0
30,12892.4,2589.95,9228.03,8.9,3,6,2.3,0.2009,0
34,30877.41,22615.03,17575.88,16.5,2,4,12.1,0.7324,1
50,,24363.86,57226.45,15.2,3,3,1.2,0.682,1
43,117226.63,54377.47,9070.51,7.8,0,8,5.4,0.4639,1
42,54839.94,22828.61,25433.69,5.4,0,3,6.6,0.4163,0
50,91275.41,67961.9,10275.88,12.0,1,4,7.4,0.7446,0
38,51975.23,38770.52,14594.13,12.7,2,4,19.5,0.7459,0
44,23699.71,18378.27,44905.58,13.6,0,5,12.5,0.7755,0
38,38959.37,3907.75,24622.95,8.8,2,4,1.7,0.1003,0
43,41845.28,5374.87,4949.1,5.0,6,7,14.2,0.1284,0
33,20671.41,11191.28,8450.83,10.4,0,6,2.5,0.5414,0
18,28835.64,12490.09,36496.7,10.6,1,6,9.7,0.4331,0
38,32097.7,474.17,14965.49,11.8,1,7,10.5,0.0148,0
57,,4718.3,5329.05,5.8,1,4,3.9,0.0496,0
51,10420.76,7403.58,6938.48,1.8,2,7,5.0,0.7105,0
51,74868.69,52040.97,23453.96,10.3,1,7,5.8,0.6951,0
54,20700.7,5916.61,29599.96,2.7,0,5,5.3,0.2858,1
41,15942.64,11364.56,13551.93,12.4,2,1,3.3,0.7128,0
42,73715.27,35010.33,96785.36,8.6,1,2,11.0,0.4749,1
32,56338.81,36323.01,25830.78,5.3,2,9,3.5,0.6447,0
36,77088.64,26360.06,10995.21,16.2,4,4,6.4,0.3419,0
47,58713.28,5326.39,6956.52,6.3,1,2,5.8,0.0907,0
54,124979.75,43365.68,6124.75,8.6,2,1,5.9,0.347,0
38,50778.8,18576.91,17471.69,5.6,1,2,6.9,0.3658,0
34,33061.13,14571.87,9036.06,8.1,0,3,7.8,0.4408,0
40,44611.9,3768.2,50970.13,10.7,1,5,0.6,0.0845,0
47,76579.25,60736.65,43176.4,5.9,0,4,3.8,0.7931,0
